level,problem_id,task_name,candidate_count,compile_count,correct_count,success,fast1,best_speedup,best_node_id,first_correct_attempt,first_correct_node_id,first_correct_speedup,refine_gain,run_dir
2,21,kernelbench_l2_21_21_conv2d_add_scale_sigmoid_groupnorm,10,10,7,True,True,1.7625899280575539,phase2_n2,1,n1,1.7016574585635358,1.0358077174623939,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P021
2,22,kernelbench_l2_22_22_matmul_scale_residualadd_clamp_logsumexp_mish,10,8,8,True,True,1.777027027027027,n2,1,n1,1.0098684210526314,1.7596619420723658,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P022
2,23,kernelbench_l2_23_23_conv3d_groupnorm_mean,10,6,6,True,True,1.2486772486772486,phase2_n4,4,n4,0.9873949579831934,1.2646178092986602,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P023
2,24,kernelbench_l2_24_24_conv3d_min_softmax,10,7,7,True,True,1.072625698324022,phase2_n1,1,n1,0.7751196172248805,1.3838195737637073,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P024
2,25,kernelbench_l2_25_25_conv2d_min_tanh_tanh,10,10,9,True,True,1.0149253731343282,n3,2,n2,0.9927007299270073,1.0223880597014923,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P025
2,26,kernelbench_l2_26_26_convtranspose3d_add_hardswish,10,7,6,True,True,1.272727272727273,phase2_n3,3,n3,0.950530035335689,1.338965866846908,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P026
2,27,kernelbench_l2_27_27_conv3d_hardswish_groupnorm_mean,10,6,6,True,True,1.056910569105691,n4,4,n4,1.056910569105691,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P027
2,28,kernelbench_l2_28_28_bmm_instancenorm_sum_residualadd_multiply,10,9,5,True,True,1.0130718954248366,phase2_n5,2,n2,0.9936305732484076,1.0195659460365343,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P028
2,29,kernelbench_l2_29_29_matmul_mish_mish,10,10,8,True,True,1.0443686006825939,n2,1,n1,1.0236486486486485,1.0202412732740853,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P029
2,30,kernelbench_l2_30_30_gemm_groupnorm_hardtanh,10,10,9,True,True,1.060200668896321,n1,1,n1,1.060200668896321,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P030
2,31,kernelbench_l2_31_31_conv2d_min_add_multiply,10,9,9,True,True,1.5055951169888098,n2,1,n1,1.476091476091476,1.0199876778473487,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P031
2,32,kernelbench_l2_32_32_conv2d_scaling_min,10,10,7,True,True,1.2573099415204676,phase2_n1,1,n1,1.2514619883040934,1.0046728971962617,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P032
2,33,kernelbench_l2_33_33_gemm_scale_batchnorm,10,5,5,True,True,1.0231788079470199,phase2_n3,1,n1,0.8982035928143713,1.139139072847682,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P033
2,34,kernelbench_l2_34_34_convtranspose3d_layernorm_gelu_scaling,10,8,3,True,True,1.0,phase2_n3,2,n2,0.42342342342342343,2.3617021276595747,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P034
2,35,kernelbench_l2_35_35_conv2d_subtract_hardswish_maxpool_mish,10,10,10,True,True,1.6324324324324324,n1,1,n1,1.6324324324324324,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P035
2,36,kernelbench_l2_36_36_convtranspose2d_min_sum_gelu_add,10,8,7,True,True,1.3621794871794872,phase2_n5,1,n1,1.2976190476190477,1.0497529992942838,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P036
2,37,kernelbench_l2_37_37_matmul_swish_sum_groupnorm,10,10,10,True,True,1.710144927536232,phase2_n5,1,n1,1.7024320457796853,1.004530507855316,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P037
2,38,kernelbench_l2_38_38_convtranspose3d_avgpool_clamp_softmax_multiply,10,9,9,True,True,1.76093916755603,phase2_n2,1,n1,1.1652542372881354,1.5112059765208115,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P038
2,39,kernelbench_l2_39_39_gemm_scale_batchnorm,10,7,6,True,True,1.0149253731343282,phase2_n2,1,n1,0.9926470588235294,1.022443338861249,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P039
2,40,kernelbench_l2_40_40_matmul_scaling_residualadd,10,9,6,True,True,1.112,phase2_n5,1,n1,1.0697674418604652,1.0394782608695652,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P040
2,41,kernelbench_l2_41_41_gemm_batchnorm_gelu_relu,10,8,5,True,True,1.0144927536231882,phase2_n4,2,n2,1.0,1.0144927536231882,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P041
2,42,kernelbench_l2_42_42_convtranspose2d_globalavgpool_biasadd_logsumexp_sum_multiply,10,7,7,True,True,18.461538461538463,phase2_n2,2,n2,18.067226890756302,1.0218246869409662,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P042
2,43,kernelbench_l2_43_43_conv3d_max_logsumexp_relu,10,7,7,True,True,1.00169779286927,phase2_n5,1,n1,0.8378378378378377,1.195574785037516,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P043
2,44,kernelbench_l2_44_44_convtranspose2d_multiply_globalavgpool_globalavgpool_mean,10,9,9,True,True,2.8205128205128203,phase2_n3,1,n1,1.2541176470588233,2.249001779958628,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P044
2,45,kernelbench_l2_45_45_gemm_sigmoid_logsumexp,10,6,6,True,True,1.0337197049525817,n4,1,n1,1.0250783699059562,1.0084299262381453,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P045
2,46,kernelbench_l2_46_46_conv2d_subtract_tanh_subtract_avgpool,10,10,7,True,True,1.7366628830874007,n5,2,n2,0.980891719745223,1.7704939782124798,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P046
2,47,kernelbench_l2_47_47_conv3d_mish_tanh,10,10,9,True,True,1.1760435571687842,n3,2,n2,1.1341681574239715,1.0369216852639596,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P047
2,48,kernelbench_l2_48_48_conv3d_scaling_tanh_multiply_sigmoid,10,10,10,True,True,1.8048128342245988,phase2_n2,1,n1,1.7249357326478147,1.046307291376109,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P048
2,49,kernelbench_l2_49_49_convtranspose3d_softmax_sigmoid,10,6,5,True,True,1.0083333333333333,n6,6,n6,1.0083333333333333,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P049
2,50,kernelbench_l2_50_50_convtranspose3d_scaling_avgpool_biasadd_scaling,10,7,6,True,True,1.1182266009852215,n2,1,n1,1.1019417475728155,1.0147783251231526,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P050
2,51,kernelbench_l2_51_51_gemm_subtract_globalavgpool_logsumexp_gelu_residualadd,10,10,10,True,True,14.727272727272728,phase2_n5,1,n1,13.777777777777777,1.0689149560117304,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P051
2,52,kernelbench_l2_52_52_conv2d_activation_batchnorm,10,7,6,True,True,1.360544217687075,n3,1,n1,1.3575342465753426,1.0022172340177242,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P052
2,53,kernelbench_l2_53_53_gemm_scaling_hardtanh_gelu,10,9,9,True,True,1.068676716917923,n3,1,n1,1.0358890701468189,1.0316516968042313,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P053
2,54,kernelbench_l2_54_54_conv2d_multiply_leakyrelu_gelu,10,9,7,True,True,1.725663716814159,phase2_n5,3,n3,1.0,1.725663716814159,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P054
2,55,kernelbench_l2_55_55_matmul_maxpool_sum_scale,10,9,8,True,True,1.0441426146010189,phase2_n2,2,n2,1.0240549828178693,1.0196157746607266,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P055
2,56,kernelbench_l2_56_56_matmul_sigmoid_sum,10,7,5,True,True,1.0102214650766608,phase2_n5,1,n1,0.014509803921568629,69.62337124176986,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P056
2,57,kernelbench_l2_57_57_conv2d_relu_hardswish,10,10,10,True,True,2.6700680272108843,n4,1,n1,2.663265306122449,1.0025542784163473,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P057
2,58,kernelbench_l2_58_58_convtranspose3d_logsumexp_hardswish_subtract_clamp,10,9,8,True,True,1.3465346534653466,phase2_n1,3,n3,0.9926739926739927,1.356472178583172,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P058
2,59,kernelbench_l2_59_59_matmul_swish_scaling,10,10,10,True,True,1.0482180293501049,phase2_n3,1,n1,1.0101522842639592,1.0376831747837725,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P059
2,60,kernelbench_l2_60_60_convtranspose3d_swish_groupnorm_hardswish,10,10,9,True,True,1.308695652173913,phase2_n4,1,n1,1.2573839662447257,1.040808287131602,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P060
2,61,kernelbench_l2_61_61_convtranspose3d_relu_groupnorm,10,7,6,True,True,1.1028880866425994,phase2_n2,1,n1,1.0966010733452596,1.0057331817833817,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P061
2,62,kernelbench_l2_62_62_matmul_groupnorm_leakyrelu_sum,10,10,9,True,True,1.0933333333333333,n4,1,n1,1.018808777429467,1.073148717948718,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P062
2,63,kernelbench_l2_63_63_gemm_relu_divide,10,8,6,True,True,1.0275862068965518,n5,1,n1,1.017241379310345,1.0101694915254236,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P063
2,64,kernelbench_l2_64_64_gemm_logsumexp_leakyrelu_leakyrelu_gelu_gelu,10,8,7,True,True,1.037162162162162,n3,1,n1,1.0099999999999998,1.026893229863527,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P064
2,65,kernelbench_l2_65_65_conv2d_avgpool_sigmoid_sum,10,7,7,True,True,1.0585774058577406,n4,1,n1,1.0454545454545454,1.0125523012552302,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P065
2,66,kernelbench_l2_66_66_matmul_dropout_softmax,10,10,0,False,False,,,,,,,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P066
2,67,kernelbench_l2_67_67_conv2d_gelu_globalavgpool,10,10,9,True,True,2.7902946273830156,phase2_n4,1,n1,1.4504504504504503,1.9237435008665513,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P067
2,68,kernelbench_l2_68_68_matmul_min_subtract,10,9,3,True,False,0.8628571428571429,phase2_n4,3,n3,0.825136612021858,1.0457142857142856,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P068
2,69,kernelbench_l2_69_69_conv2d_hardswish_relu,10,10,8,True,True,2.190217391304348,phase2_n3,2,n2,1.3793103448275863,1.5879076086956523,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P069
2,70,kernelbench_l2_70_70_gemm_sigmoid_scaling_residualadd,10,10,5,True,True,1.0513698630136987,n5,3,n3,1.0375426621160408,1.0133268745493873,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P070
2,71,kernelbench_l2_71_71_conv2d_divide_leakyrelu,10,8,6,True,True,2.2099447513812156,phase2_n1,2,n2,0.9259259259259259,2.386740331491713,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P071
2,72,kernelbench_l2_72_72_convtranspose3d_batchnorm_avgpool_avgpool,10,7,5,True,True,1.0,n1,1,n1,1.0,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P072
2,73,kernelbench_l2_73_73_conv2d_batchnorm_scaling,10,8,8,True,True,1.0104166666666667,n1,1,n1,1.0104166666666667,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P073
2,74,kernelbench_l2_74_74_convtranspose3d_leakyrelu_multiply_leakyrelu_max,10,9,8,True,True,1.3651376146788992,n2,1,n1,1.3515482695810563,1.0100546502139025,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P074
2,75,kernelbench_l2_75_75_gemm_groupnorm_min_biasadd,10,10,7,True,True,1.089700996677741,n5,1,n1,0.9938461538461538,1.0964483712701727,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P075
2,76,kernelbench_l2_76_76_gemm_add_relu,10,9,8,True,True,1.00625,n1,1,n1,1.00625,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P076
2,77,kernelbench_l2_77_77_convtranspose3d_scale_batchnorm_globalavgpool,10,9,9,True,True,1.0306122448979593,phase2_n3,1,n1,1.010135135135135,1.0202716538120267,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P077
2,78,kernelbench_l2_78_78_convtranspose3d_max_max_sum,10,7,7,True,True,1.0,n1,1,n1,1.0,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P078
2,79,kernelbench_l2_79_79_conv3d_multiply_instancenorm_clamp_multiply_max,10,10,10,True,True,2.1133412042502955,phase2_n3,1,n1,1.5840707964601772,1.334120425029516,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P079
2,80,kernelbench_l2_80_80_gemm_max_subtract_gelu,10,10,10,True,True,929.8780487804878,n1,1,n1,929.8780487804878,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P080
2,81,kernelbench_l2_81_81_gemm_swish_divide_clamp_tanh_clamp,10,9,8,True,True,1.3181818181818183,phase2_n3,1,n1,1.0398671096345515,1.267644496079001,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P081
2,82,kernelbench_l2_82_82_conv2d_tanh_scaling_biasadd_max,10,5,5,True,True,2.4414414414414414,n1,1,n1,2.4414414414414414,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P082
2,83,kernelbench_l2_83_83_conv3d_groupnorm_min_clamp_dropout,10,10,9,True,True,15.255198487712665,phase2_n5,2,n2,0.9925925925925925,15.369043252546344,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P083
2,84,kernelbench_l2_84_84_gemm_batchnorm_scaling_softmax,10,9,8,True,True,1.0465116279069768,n1,1,n1,1.0465116279069768,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P084
2,85,kernelbench_l2_85_85_conv2d_groupnorm_scale_maxpool_clamp,10,10,10,True,True,1.8047945205479452,n2,1,n1,1.798634812286689,1.0034246575342467,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P085
2,86,kernelbench_l2_86_86_matmul_divide_gelu,10,9,6,True,True,1.0271186440677964,phase2_n5,1,n1,0.9900332225913623,1.03745876464566,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P086
2,87,kernelbench_l2_87_87_conv2d_subtract_subtract_mish,10,10,8,True,True,1.754237288135593,n1,1,n1,1.754237288135593,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P087
2,88,kernelbench_l2_88_88_gemm_groupnorm_swish_multiply_swish,10,9,8,True,True,1.1216216216216217,n3,1,n1,1.099667774086379,1.0199640728341635,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P088
2,89,kernelbench_l2_89_89_convtranspose3d_maxpool_softmax_subtract_swish_max,10,9,5,True,True,1.059633027522936,phase2_n1,2,n2,0.9957081545064377,1.0642004112622592,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P089
2,90,kernelbench_l2_90_90_conv3d_leakyrelu_sum_clamp_gelu,10,9,8,True,True,1.7262569832402235,phase2_n3,2,n2,1.7206703910614527,1.003246753246753,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P090
2,91,kernelbench_l2_91_91_convtranspose2d_softmax_biasadd_scaling_sigmoid,10,9,5,True,True,1.3058252427184467,phase2_n4,1,n1,1.0190114068441065,1.2814628314736995,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P091
2,92,kernelbench_l2_92_92_conv2d_groupnorm_tanh_hardswish_residualadd_logsumexp,10,4,3,True,True,2.336244541484716,phase2_n4,5,n5,0.9907407407407406,2.3580786026200875,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P092
2,93,kernelbench_l2_93_93_convtranspose2d_add_min_gelu_multiply,10,10,10,True,True,2.1887287024901703,phase2_n3,1,n1,1.6635514018691588,1.3156964672272373,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P093
2,94,kernelbench_l2_94_94_gemm_biasadd_hardtanh_mish_groupnorm,10,8,4,True,True,1.0157728706624607,n2,2,n2,1.0157728706624607,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P094
2,95,kernelbench_l2_95_95_matmul_add_swish_tanh_gelu_hardtanh,10,10,9,True,True,1.064625850340136,n1,1,n1,1.064625850340136,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P095
2,96,kernelbench_l2_96_96_convtranspose3d_multiply_max_globalavgpool_clamp,10,9,8,True,True,1.2605042016806722,phase2_n4,1,n1,1.0167364016736404,1.2397551613237885,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P096
2,97,kernelbench_l2_97_97_matmul_batchnorm_biasadd_divide_swish,10,5,4,True,True,1.0333333333333332,n4,4,n4,1.0333333333333332,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P097
2,98,kernelbench_l2_98_98_matmul_avgpool_gelu_scale_max,10,7,5,True,True,12.489626556016596,phase2_n4,3,n3,0.9933774834437086,12.572890733056706,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P098
2,99,kernelbench_l2_99_99_matmul_gelu_softmax,10,9,6,True,True,1.0405405405405406,n4,1,n1,1.0099999999999998,1.0302381589510305,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P099
2,100,kernelbench_l2_100_100_convtranspose3d_clamp_min_divide,10,10,10,True,True,1.241830065359477,n5,1,n1,1.2211538461538463,1.0169317070660282,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P100
3,1,kernelbench_l3_1_1_mlp,10,8,6,True,True,1.1005917159763314,phase2_n4,2,n2,0.9973890339425587,1.1034728461228664,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P001
3,2,kernelbench_l3_2_2_shallowwidemlp,10,10,4,True,True,1.1284403669724772,phase2_n5,2,n2,0.7999999999999999,1.4105504587155966,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P002
3,3,kernelbench_l3_3_3_deepnarrowmlp,10,5,5,True,True,1.0526315789473684,phase2_n5,3,n3,0.9883040935672515,1.0650887573964496,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P003
3,4,kernelbench_l3_4_4_lenet5,10,7,6,True,True,3.6000000000000005,phase2_n3,1,n1,3.212121212121212,1.1207547169811323,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P004
3,5,kernelbench_l3_5_5_alexnet,10,9,9,True,True,1.0219378427787933,n1,1,n1,1.0219378427787933,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P005
3,6,kernelbench_l3_6_6_googlenetinceptionmodule,10,6,3,True,True,1.0096153846153848,phase2_n2,5,n5,0.9951690821256038,1.0145164301717702,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P006
3,7,kernelbench_l3_7_7_googlenetinceptionv1,10,6,4,True,False,0.8767908309455588,n2,2,n2,0.8767908309455588,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P007
3,8,kernelbench_l3_8_8_resnetbasicblock,10,7,5,True,True,1.0696378830083564,n5,2,n2,1.0637119113573406,1.0055710306406684,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P008
3,9,kernelbench_l3_9_9_resnet18,10,0,0,False,False,,,,,,,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P009
3,10,kernelbench_l3_10_10_resnet101,10,0,0,False,False,,,,,,,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P010
3,11,kernelbench_l3_11_11_vgg16,10,8,8,True,True,1.002754820936639,phase2_n4,1,n1,0.9877216916780355,1.0152200051748017,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P011
3,12,kernelbench_l3_12_12_vgg19,10,9,9,True,True,1.0136674259681093,phase2_n4,1,n1,0.9966442953020134,1.0170804476043656,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P012
3,13,kernelbench_l3_13_13_densenet121transitionlayer,10,6,4,True,True,1.0632911392405064,n5,3,n3,0.6523605150214592,1.6299133910726185,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P013
3,14,kernelbench_l3_14_14_densenet121denseblock,10,0,0,False,False,,,,,,,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P014
3,15,kernelbench_l3_15_15_densenet121,10,4,3,True,False,0.8657142857142855,n2,1,n1,0.8163636363636364,1.0604517976455614,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P015
3,16,kernelbench_l3_16_16_densenet201,10,7,5,True,False,0.8516483516483516,phase2_n5,2,n2,0.8306878306878306,1.0252327290543852,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P016
3,17,kernelbench_l3_17_17_squeezenetfiremodule,10,9,9,True,True,2.0837438423645316,phase2_n5,1,n1,1.0,2.0837438423645316,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P017
3,18,kernelbench_l3_18_18_squeezenet,10,7,5,True,True,1.0,n1,1,n1,1.0,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P018
3,19,kernelbench_l3_19_19_mobilenetv1,10,4,1,True,False,0.849829351535836,n6,6,n6,0.849829351535836,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P019
3,20,kernelbench_l3_20_20_mobilenetv2,10,5,2,True,False,0.7622047244094488,phase2_n3,5,n5,0.76049766718507,1.0022446580680482,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P020
3,21,kernelbench_l3_21_21_efficientnetmbconv,10,6,6,True,False,0.775,n1,1,n1,0.775,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P021
3,22,kernelbench_l3_22_22_efficientnetb0,10,8,5,True,False,0.7714285714285714,phase2_n5,3,n3,0.7584269662921348,1.0171428571428571,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P022
3,23,kernelbench_l3_23_23_efficientnetb1,10,0,0,False,False,,,,,,,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P023
3,24,kernelbench_l3_24_24_efficientnetb2,10,1,0,False,False,,,,,,,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P024
3,25,kernelbench_l3_25_25_shufflenetunit,10,6,6,True,False,0.9956709956709956,n4,1,n1,0.9274193548387097,1.0735930735930734,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P025
3,26,kernelbench_l3_26_26_shufflenet,10,10,0,False,False,,,,,,,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P026
3,27,kernelbench_l3_27_27_regnet,10,0,0,False,False,,,,,,,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P027
3,28,kernelbench_l3_28_28_visiontransformer,10,5,3,True,False,0.8135593220338981,phase2_n5,2,n2,0.7452830188679246,1.0916112422226987,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P028
3,29,kernelbench_l3_29_29_swinmlp,10,0,0,False,False,,,,,,,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P029
3,30,kernelbench_l3_30_30_swintransformerv2,10,0,0,False,False,,,,,,,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P030
3,31,kernelbench_l3_31_31_visionattention,10,4,4,True,True,2.583333333333333,phase2_n5,1,n1,2.5601851851851847,1.0090415913200723,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P031
3,32,kernelbench_l3_32_32_convolutionalvisiontransformer,10,0,0,False,False,,,,,,,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P032
3,33,kernelbench_l3_33_33_vanillarnn,10,9,8,True,True,1.031117397454031,phase2_n3,1,n1,0.9388020833333335,1.0983330946528373,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P033
3,34,kernelbench_l3_34_34_vanillarnnhidden,10,5,5,True,True,1.3734177215189873,phase2_n5,1,n1,0.870967741935484,1.5768870135958741,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P034
3,35,kernelbench_l3_35_35_lstm,10,7,5,True,True,1.0168350168350166,n1,1,n1,1.0168350168350166,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P035
3,36,kernelbench_l3_36_36_lstmhn,10,9,6,True,True,1.0148148148148148,n5,1,n1,1.0033898305084747,1.0113863863863863,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P036
3,37,kernelbench_l3_37_37_lstmcn,10,6,6,True,True,1.0243055555555556,phase2_n1,1,n1,1.006872852233677,1.0173137087599546,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P037
3,38,kernelbench_l3_38_38_lstmbidirectional,10,6,3,True,True,1.069023569023569,n2,2,n2,1.069023569023569,1.0,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P038
3,39,kernelbench_l3_39_39_gru,10,9,7,True,True,1.0126582278481011,n5,1,n1,1.0062893081761006,1.0063291139240504,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P039
3,40,kernelbench_l3_40_40_gruhidden,10,8,3,True,True,1.0102739726027397,phase2_n4,2,n2,0.9966329966329966,1.0136870603480193,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P040
3,41,kernelbench_l3_41_41_grubidirectional,10,10,9,True,True,1.0100755667506296,phase2_n3,1,n1,0.99873417721519,1.0113557639201487,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P041
3,42,kernelbench_l3_42_42_grubidirectionalhidden,10,7,6,True,True,1.0038167938931302,n5,2,n2,1.0012706480304954,1.002542914713063,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P042
3,43,kernelbench_l3_43_43_mingptcausalattention,10,8,6,True,True,2.0941883767535066,phase2_n4,3,n3,0.8666666666666666,2.416371203946354,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P043
3,44,kernelbench_l3_44_44_minigptblock,10,6,4,True,True,1.3792270531400965,n5,1,n1,0.9982517482517482,1.3816425120772946,/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P044
